Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
273,"U. Alabama, Huntsville",129000,0,52000,0,0,0,0,0,0,57000,20000,AllOther,Alabama,Public,No,No,2018
231,"U. Alabama, Huntsville",1001000,93000,0,44000,0,57000,0,0,0,798000,9000,Business,Alabama,Public,No,No,2018
130,"U. Alabama, Huntsville",74650000,25492000,10004000,561000,45000,10570000,0,2682000,0,24961000,335000,FedGovFunds,Alabama,Public,No,No,2018
177,"U. Alabama, Huntsville",21886000,1388000,1592000,1795000,455000,3703000,175000,545000,0,7870000,4363000,InstitutionalFunds,Alabama,Public,No,No,2018
367,"U. Alabama, Huntsville",297000,0,47000,128000,0,94000,0,0,0,28000,0,Nonprofit,Alabama,Public,No,No,2018
240,"U. Alabama, Huntsville",1442000,0,857000,0,0,35000,0,0,0,391000,159000,StateLocalGov,Alabama,Public,No,No,2018
274,Franklin W. Olin C. of Engineering,128000,9000,0,0,0,0,0,0,0,80000,39000,AllOther,Massachusetts,Private,No,No,2018
448,Franklin W. Olin C. of Engineering,27000,0,0,0,0,0,0,0,0,27000,0,Business,Massachusetts,Private,No,No,2018
591,Franklin W. Olin C. of Engineering,472000,0,0,0,0,0,0,0,0,425000,47000,FedGovFunds,Massachusetts,Private,No,No,2018
499,Franklin W. Olin C. of Engineering,386000,27000,0,0,0,0,0,0,0,243000,116000,InstitutionalFunds,Massachusetts,Private,No,No,2018
388,Franklin W. Olin C. of Engineering,241000,51000,0,0,0,0,0,0,0,14000,176000,Nonprofit,Massachusetts,Private,No,No,2018
275,Kennesaw State U.,127000,46000,0,0,0,0,0,6000,0,16000,59000,AllOther,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
293,Kennesaw State U.,406000,88000,0,21000,235000,0,0,0,0,57000,5000,Business,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
402,Kennesaw State U.,2343000,123000,0,704000,0,366000,0,2000,0,111000,1037000,FedGovFunds,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
244,Kennesaw State U.,7459000,1172000,0,1622000,1103000,560000,9000,1158000,0,365000,1470000,InstitutionalFunds,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
285,Kennesaw State U.,780000,0,0,24000,0,18000,0,101000,0,0,637000,Nonprofit,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
427,Kennesaw State U.,99000,0,0,23000,0,0,0,76000,0,0,0,StateLocalGov,Georgia,Public (U. System Georgia Board of Regents),No,No,2018
276,"SUNY, C. of Environmental Science and Forestry",121000,0,0,104000,0,2000,0,1000,0,14000,0,AllOther,New York,Public,No,No,2018
302,"SUNY, C. of Environmental Science and Forestry",359000,0,0,345000,0,0,0,0,0,14000,0,Business,New York,Public,No,No,2018
304,"SUNY, C. of Environmental Science and Forestry",6873000,0,641000,5771000,0,32000,0,161000,0,249000,19000,FedGovFunds,New York,Public,No,No,2018
245,"SUNY, C. of Environmental Science and Forestry",6892000,0,186000,5769000,0,141000,0,134000,0,630000,32000,InstitutionalFunds,New York,Public,No,No,2018
284,"SUNY, C. of Environmental Science and Forestry",797000,0,0,736000,0,0,0,22000,0,39000,0,Nonprofit,New York,Public,No,No,2018
80,"SUNY, C. of Environmental Science and Forestry",11568000,0,304000,10708000,0,0,0,257000,0,299000,0,StateLocalGov,New York,Public,No,No,2018
277,"U. South Florida, Saint Petersburg",116000,0,0,97000,0,0,5000,0,0,0,14000,AllOther,Florida,Public,No,No,2018
433,"U. South Florida, Saint Petersburg",39000,0,0,0,0,0,0,0,0,0,39000,Business,Florida,Public,No,No,2018
374,"U. South Florida, Saint Petersburg",3194000,0,0,333000,0,0,655000,28000,0,0,2178000,FedGovFunds,Florida,Public,No,No,2018
292,"U. South Florida, Saint Petersburg",4318000,0,0,622000,3000,0,462000,3000,0,0,3228000,InstitutionalFunds,Florida,Public,No,No,2018
439,"U. South Florida, Saint Petersburg",153000,0,0,21000,0,0,68000,0,0,0,64000,Nonprofit,Florida,Public,No,No,2018
304,"U. South Florida, Saint Petersburg",658000,0,0,386000,0,0,63000,0,0,0,209000,StateLocalGov,Florida,Public,No,No,2018
277,U. Southern Mississippi,116000,0,34000,82000,0,0,0,0,0,0,0,AllOther,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
125,U. Southern Mississippi,6121000,0,5191000,0,0,911000,0,19000,0,0,0,Business,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
177,U. Southern Mississippi,31815000,3151000,9366000,6110000,18000,8639000,0,1833000,0,1214000,1484000,FedGovFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
216,U. Southern Mississippi,10255000,0,1410000,2149000,0,1332000,0,322000,0,0,5042000,InstitutionalFunds,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
197,U. Southern Mississippi,1755000,12000,746000,136000,297000,154000,0,16000,0,0,394000,Nonprofit,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
82,U. Southern Mississippi,11274000,0,2117000,1602000,0,2380000,0,544000,0,0,4631000,StateLocalGov,Mississippi,Public (Mississippi State Institutions of Higher Learning),No,No,2018
279,Ohio U.,114000,0,0,50000,0,0,0,0,0,64000,0,AllOther,Ohio,Public,No,No,2018
157,Ohio U.,3638000,330000,9000,290000,0,41000,1000,2000,0,2964000,1000,Business,Ohio,Public,No,No,2018
241,Ohio U.,13961000,76000,294000,3725000,15000,2570000,1012000,308000,0,5512000,449000,FedGovFunds,Ohio,Public,No,No,2018
156,Ohio U.,29062000,232000,649000,10903000,61000,2608000,947000,1229000,0,10830000,1603000,InstitutionalFunds,Ohio,Public,No,No,2018
175,Ohio U.,2642000,16000,9000,2022000,0,132000,41000,80000,0,207000,135000,Nonprofit,Ohio,Public,No,No,2018
156,Ohio U.,3886000,75000,439000,108000,0,7000,0,11000,0,1649000,1597000,StateLocalGov,Ohio,Public,No,No,2018
279,West Chester U. Pennsylvania,114000,0,9000,68000,0,0,0,0,0,0,37000,AllOther,Pennsylvania,Public,No,No,2018
425,West Chester U. Pennsylvania,47000,0,0,0,47000,0,0,0,0,0,0,Business,Pennsylvania,Public,No,No,2018
565,West Chester U. Pennsylvania,671000,0,0,309000,64000,36000,0,16000,0,0,246000,FedGovFunds,Pennsylvania,Public,No,No,2018
270,West Chester U. Pennsylvania,5329000,35000,68000,884000,185000,556000,160000,648000,3000,0,2790000,InstitutionalFunds,Pennsylvania,Public,No,No,2018
420,West Chester U. Pennsylvania,173000,0,0,51000,1000,56000,45000,0,0,0,20000,Nonprofit,Pennsylvania,Public,No,No,2018
517,West Chester U. Pennsylvania,6000,0,0,6000,0,0,0,0,0,0,0,StateLocalGov,Pennsylvania,Public,No,No,2018
281,"CUNY, Graduate School of Public Health and Health Policy",112000,0,0,112000,0,0,0,0,0,0,0,AllOther,New York,Public,No,No,2018
328,"CUNY, Graduate School of Public Health and Health Policy",5080000,0,0,3757000,0,0,1323000,0,0,0,0,FedGovFunds,New York,Public,No,No,2018
351,"CUNY, Graduate School of Public Health and Health Policy",1851000,0,0,1824000,0,0,5000,0,0,0,22000,InstitutionalFunds,New York,Public,No,No,2018
227,"CUNY, Graduate School of Public Health and Health Policy",1287000,0,0,1269000,0,0,0,18000,0,0,0,Nonprofit,New York,Public,No,No,2018
242,"CUNY, Graduate School of Public Health and Health Policy",1421000,0,0,328000,0,0,0,0,0,0,1093000,StateLocalGov,New York,Public,No,No,2018
282,Harvey Mudd C.,110000,10000,0,1000,9000,37000,0,0,0,52000,1000,AllOther,California,Private,No,No,2018
420,Harvey Mudd C.,52000,19000,0,0,3000,0,0,0,5000,13000,12000,Business,California,Private,No,No,2018
440,Harvey Mudd C.,1762000,454000,0,178000,173000,604000,0,0,13000,340000,0,FedGovFunds,California,Private,No,No,2018
366,Harvey Mudd C.,1676000,63000,0,99000,5000,231000,0,0,1044000,174000,60000,InstitutionalFunds,California,Private,No,No,2018
409,Harvey Mudd C.,190000,30000,0,20000,22000,57000,0,0,44000,17000,0,Nonprofit,California,Private,No,No,2018
282,Northern Illinois U.,110000,0,0,0,0,53000,43000,3000,0,11000,0,AllOther,Illinois,Public,No,No,2018
295,Northern Illinois U.,404000,0,0,1000,3000,113000,0,18000,0,269000,0,Business,Illinois,Public,No,No,2018
281,Northern Illinois U.,8903000,451000,416000,883000,65000,3785000,756000,235000,0,334000,1978000,FedGovFunds,Illinois,Public,No,No,2018
205,Northern Illinois U.,12653000,801000,143000,1763000,39000,2495000,453000,4310000,0,458000,2191000,InstitutionalFunds,Illinois,Public,No,No,2018
377,Northern Illinois U.,275000,0,9000,6000,28000,0,8000,78000,0,0,146000,Nonprofit,Illinois,Public,No,No,2018
274,Northern Illinois U.,935000,0,0,899000,1000,0,0,35000,0,0,0,StateLocalGov,Illinois,Public,No,No,2018
284,Bowling Green State U.,107000,0,0,1000,0,41000,0,65000,0,0,0,AllOther,Ohio,Public,No,No,2018
392,Bowling Green State U.,84000,0,1000,2000,0,0,0,81000,0,0,0,Business,Ohio,Public,No,No,2018
309,Bowling Green State U.,6056000,103000,269000,332000,149000,1222000,190000,1010000,0,0,2781000,FedGovFunds,Ohio,Public,No,No,2018
217,Bowling Green State U.,9969000,137000,307000,667000,256000,1781000,684000,783000,0,10000,5344000,InstitutionalFunds,Ohio,Public,No,No,2018
306,Bowling Green State U.,542000,0,0,32000,3000,68000,30000,346000,0,0,63000,Nonprofit,Ohio,Public,No,No,2018
257,Bowling Green State U.,1233000,0,146000,112000,0,0,2000,740000,0,0,233000,StateLocalGov,Ohio,Public,No,No,2018
285,Augsburg U.,102000,0,0,0,0,0,0,0,0,0,102000,AllOther,Minnesota,Private,No,No,2018
584,Augsburg U.,505000,0,0,67000,0,411000,27000,0,0,0,0,FedGovFunds,Minnesota,Private,No,No,2018
495,Augsburg U.,444000,0,0,0,0,0,0,0,0,0,444000,InstitutionalFunds,Minnesota,Private,No,No,2018
286,Western Illinois U.,97000,15000,0,11000,9000,7000,19000,0,0,0,36000,AllOther,Illinois,Public,No,No,2018
348,Western Illinois U.,169000,0,0,73000,0,0,0,0,96000,0,0,Business,Illinois,Public,No,No,2018
459,Western Illinois U.,1551000,7000,93000,905000,0,0,0,0,0,530000,16000,FedGovFunds,Illinois,Public,No,No,2018
491,Western Illinois U.,460000,4000,0,200000,0,5000,3000,67000,0,181000,0,InstitutionalFunds,Illinois,Public,No,No,2018
393,Western Illinois U.,189000,0,0,25000,0,0,0,164000,0,0,0,StateLocalGov,Illinois,Public,No,No,2018
287,Bates C.,96000,0,0,21000,0,75000,0,0,0,0,0,AllOther,Maine,Private,No,No,2018
501,Bates C.,1121000,2000,73000,506000,0,433000,107000,0,0,0,0,FedGovFunds,Maine,Private,No,No,2018
538,Bates C.,244000,0,25000,32000,7000,44000,7000,77000,0,0,52000,InstitutionalFunds,Maine,Private,No,No,2018
422,Bates C.,172000,0,2000,61000,5000,23000,0,6000,0,0,75000,Nonprofit,Maine,Private,No,No,2018
530,Bates C.,2000,0,0,2000,0,0,0,0,0,0,0,StateLocalGov,Maine,Private,No,No,2018
288,Loma Linda U.,94000,0,0,94000,0,0,0,0,0,0,0,AllOther,California,Private,No,Yes,2018
204,Loma Linda U.,1739000,0,0,1739000,0,0,0,0,0,0,0,Business,California,Private,No,Yes,2018
229,Loma Linda U.,15790000,0,0,15790000,0,0,0,0,0,0,0,FedGovFunds,California,Private,No,Yes,2018
319,Loma Linda U.,3165000,0,0,3163000,0,0,2000,0,0,0,0,InstitutionalFunds,California,Private,No,Yes,2018
213,Loma Linda U.,1428000,0,0,1428000,0,0,0,0,0,0,0,Nonprofit,California,Private,No,Yes,2018
296,Loma Linda U.,706000,0,0,705000,0,0,1000,0,0,0,0,StateLocalGov,California,Private,No,Yes,2018
289,"CUNY, system office",92000,48000,0,0,0,0,0,0,0,44000,0,AllOther,New York,Public,No,No,2018
440,"CUNY, system office",35000,0,0,0,0,0,0,0,0,35000,0,Business,New York,Public,No,No,2018
419,"CUNY, system office",1977000,458000,100000,0,0,0,0,0,0,1419000,0,FedGovFunds,New York,Public,No,No,2018
509,"CUNY, system office",340000,2000,44000,43000,0,0,0,0,0,8000,243000,InstitutionalFunds,New York,Public,No,No,2018
500,"CUNY, system office",70000,0,0,0,0,0,0,0,0,0,70000,Nonprofit,New York,Public,No,No,2018
290,"CUNY, system office",739000,0,0,0,0,0,0,0,0,739000,0,StateLocalGov,New York,Public,No,No,2018
289,U. Wisconsin-La Crosse,92000,0,0,4000,0,0,0,88000,0,0,0,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2018
260,U. Wisconsin-La Crosse,613000,0,0,49000,0,0,0,554000,0,0,10000,Business,Wisconsin,Public (U. Wisconsin System),No,No,2018
494,U. Wisconsin-La Crosse,1171000,31000,0,774000,143000,210000,0,13000,0,0,0,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
477,U. Wisconsin-La Crosse,524000,5000,18000,193000,11000,20000,11000,27000,58000,0,181000,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
336,U. Wisconsin-La Crosse,426000,0,0,155000,0,25000,0,245000,1000,0,0,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2018
288,U. Wisconsin-La Crosse,743000,92000,7000,146000,10000,151000,22000,92000,23000,0,200000,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2018
291,New Mexico Institute of Mining and Technology,87000,0,76000,0,0,0,0,0,0,11000,0,AllOther,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
251,New Mexico Institute of Mining and Technology,702000,0,85000,0,0,2000,0,0,0,615000,0,Business,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
218,New Mexico Institute of Mining and Technology,19560000,565000,5010000,226000,150000,1442000,0,0,0,12044000,123000,FedGovFunds,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
471,New Mexico Institute of Mining and Technology,539000,0,49000,0,0,20000,0,0,0,470000,0,InstitutionalFunds,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
379,New Mexico Institute of Mining and Technology,265000,0,265000,0,0,0,0,0,0,0,0,Nonprofit,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
374,New Mexico Institute of Mining and Technology,230000,0,125000,0,0,0,0,0,0,105000,0,StateLocalGov,New Mexico,Public (New Mexico Higher Education Department),No,Yes,2018
291,Santa Clara U.,87000,0,0,0,0,0,0,0,0,87000,0,AllOther,California,Private,No,No,2018
368,Santa Clara U.,111000,75000,0,0,0,0,0,0,0,36000,0,Business,California,Private,No,No,2018
455,Santa Clara U.,1592000,73000,0,329000,0,736000,25000,170000,10000,177000,72000,FedGovFunds,California,Private,No,No,2018
330,Santa Clara U.,450000,1000,0,116000,0,56000,2000,6000,1000,235000,33000,Nonprofit,California,Private,No,No,2018
450,Santa Clara U.,59000,0,0,47000,0,0,0,0,0,0,12000,StateLocalGov,California,Private,No,No,2018
291,"U. Michigan, Dearborn",87000,0,0,0,0,7000,0,4000,0,76000,0,AllOther,Michigan,Public,No,No,2018
179,"U. Michigan, Dearborn",2359000,0,0,0,0,0,3000,0,0,2348000,8000,Business,Michigan,Public,No,No,2018
466,"U. Michigan, Dearborn",1448000,0,0,248000,77000,64000,0,2000,106000,844000,107000,FedGovFunds,Michigan,Public,No,No,2018
299,"U. Michigan, Dearborn",4012000,0,0,124000,54000,36000,22000,125000,0,3103000,548000,InstitutionalFunds,Michigan,Public,No,No,2018
412,"U. Michigan, Dearborn",188000,0,0,31000,5000,0,0,0,0,132000,20000,Nonprofit,Michigan,Public,No,No,2018
294,U. of St. Thomas (MN),86000,0,0,0,0,2000,0,0,0,70000,14000,AllOther,Minnesota,Private,No,No,2018
304,U. of St. Thomas (MN),353000,0,0,0,2000,4000,0,0,0,347000,0,Business,Minnesota,Private,No,No,2018
605,U. of St. Thomas (MN),320000,0,0,174000,30000,87000,0,0,0,29000,0,FedGovFunds,Minnesota,Private,No,No,2018
472,U. of St. Thomas (MN),532000,0,16000,55000,7000,73000,0,2000,0,171000,208000,InstitutionalFunds,Minnesota,Private,No,No,2018
443,U. of St. Thomas (MN),146000,0,34000,0,16000,12000,0,5000,0,0,79000,Nonprofit,Minnesota,Private,No,No,2018
382,U. of St. Thomas (MN),208000,0,6000,146000,0,56000,0,0,0,0,0,StateLocalGov,Minnesota,Private,No,No,2018
295,Grinnell C.,85000,2000,0,14000,2000,30000,0,10000,0,0,27000,AllOther,Iowa,Private,No,No,2018
572,Grinnell C.,635000,111000,0,221000,129000,127000,0,0,0,0,47000,FedGovFunds,Iowa,Private,No,No,2018
285,Grinnell C.,4636000,164000,0,746000,265000,950000,369000,521000,0,0,1621000,InstitutionalFunds,Iowa,Private,No,No,2018
401,Grinnell C.,212000,2000,0,4000,2000,20000,79000,25000,0,0,80000,Nonprofit,Iowa,Private,No,No,2018
520,Grinnell C.,5000,0,0,5000,0,0,0,0,0,0,0,StateLocalGov,Iowa,Private,No,No,2018
295,"U. Texas, Tyler",85000,0,0,28000,0,0,28000,0,0,24000,5000,AllOther,Texas,Public,No,No,2018
324,"U. Texas, Tyler",244000,0,0,109000,0,0,0,0,0,135000,0,Business,Texas,Public,No,No,2018
558,"U. Texas, Tyler",719000,9000,0,489000,93000,0,0,0,0,127000,1000,FedGovFunds,Texas,Public,No,No,2018
508,"U. Texas, Tyler",343000,0,0,215000,0,0,15000,0,0,100000,13000,InstitutionalFunds,Texas,Public,No,No,2018
383,"U. Texas, Tyler",256000,0,0,13000,0,33000,2000,0,0,1000,207000,Nonprofit,Texas,Public,No,No,2018
396,"U. Texas, Tyler",181000,10000,8000,125000,7000,0,0,0,0,18000,13000,StateLocalGov,Texas,Public,No,No,2018
297,Azusa Pacific U.,84000,0,0,0,0,0,0,0,0,0,84000,AllOther,California,Private,No,Yes,2018
482,Azusa Pacific U.,5000,0,0,0,0,0,0,0,0,5000,0,Business,California,Private,No,Yes,2018
622,Azusa Pacific U.,199000,0,0,111000,16000,44000,28000,0,0,0,0,FedGovFunds,California,Private,No,Yes,2018
239,Azusa Pacific U.,8092000,35000,0,2574000,83000,288000,757000,233000,0,33000,4089000,InstitutionalFunds,California,Private,No,Yes,2018
297,"CUNY, Advanced Science Research Center",84000,0,0,0,0,74000,0,0,0,10000,0,AllOther,New York,Public,No,No,2018
297,"CUNY, Advanced Science Research Center",389000,0,237000,8000,0,2000,0,0,0,142000,0,Business,New York,Public,No,No,2018
351,"CUNY, Advanced Science Research Center",4027000,0,997000,1231000,0,525000,0,0,0,1274000,0,FedGovFunds,New York,Public,No,No,2018
412,"CUNY, Advanced Science Research Center",987000,0,208000,291000,0,146000,0,0,0,138000,204000,InstitutionalFunds,New York,Public,No,No,2018
417,"CUNY, Advanced Science Research Center",179000,0,0,179000,0,0,0,0,0,0,0,Nonprofit,New York,Public,No,No,2018
299,U. Toledo,83000,0,0,1000,0,0,27000,0,0,55000,0,AllOther,Ohio,Public,No,No,2018
169,U. Toledo,2869000,0,7000,1448000,0,86000,0,0,0,1328000,0,Business,Ohio,Public,No,No,2018
200,U. Toledo,25323000,0,2773000,11602000,69000,4629000,0,202000,0,5781000,267000,FedGovFunds,Ohio,Public,No,No,2018
182,U. Toledo,18332000,0,1199000,9548000,103000,3547000,181000,383000,0,2116000,1255000,InstitutionalFunds,Ohio,Public,No,No,2018
215,U. Toledo,1386000,0,0,893000,3000,272000,48000,39000,0,27000,104000,Nonprofit,Ohio,Public,No,No,2018
186,U. Toledo,2327000,0,210000,260000,0,218000,0,26000,0,1103000,510000,StateLocalGov,Ohio,Public,No,No,2018
300,Albany C. of Pharmacy and Health Sciences,77000,0,0,77000,0,0,0,0,0,0,0,AllOther,New York,Private,No,No,2018
240,Albany C. of Pharmacy and Health Sciences,849000,0,0,849000,0,0,0,0,0,0,0,Business,New York,Private,No,No,2018
508,Albany C. of Pharmacy and Health Sciences,1094000,0,0,1092000,0,0,0,0,0,0,2000,FedGovFunds,New York,Private,No,No,2018
447,Albany C. of Pharmacy and Health Sciences,675000,0,0,675000,0,0,0,0,0,0,0,InstitutionalFunds,New York,Private,No,No,2018
533,Albany C. of Pharmacy and Health Sciences,37000,0,0,37000,0,0,0,0,0,0,0,Nonprofit,New York,Private,No,No,2018
301,"California State U., Sacramento",76000,0,0,9000,0,0,0,4000,13000,28000,22000,AllOther,California,Public,No,Yes,2018
252,"California State U., Sacramento",695000,27000,0,141000,0,0,0,358000,18000,151000,0,Business,California,Public,No,Yes,2018
305,"California State U., Sacramento",6392000,36000,737000,279000,0,170000,0,1007000,109000,3282000,772000,FedGovFunds,California,Public,No,Yes,2018
297,"California State U., Sacramento",4068000,46000,41000,533000,45000,75000,157000,1070000,56000,695000,1350000,InstitutionalFunds,California,Public,No,Yes,2018
234,"California State U., Sacramento",1202000,0,79000,42000,0,22000,0,10000,103000,239000,707000,Nonprofit,California,Public,No,Yes,2018
96,"California State U., Sacramento",8996000,0,77000,364000,0,0,7000,3532000,1654000,2801000,561000,StateLocalGov,California,Public,No,Yes,2018
301,Central Washington U.,76000,0,64000,0,0,0,0,6000,0,6000,0,AllOther,Washington,Public,No,No,2018
433,Central Washington U.,39000,21000,0,0,0,0,0,18000,0,0,0,Business,Washington,Public,No,No,2018
429,Central Washington U.,1840000,0,1317000,254000,79000,189000,0,1000,0,0,0,FedGovFunds,Washington,Public,No,No,2018
486,Central Washington U.,488000,1000,196000,123000,13000,80000,0,59000,0,0,16000,InstitutionalFunds,Washington,Public,No,No,2018
404,Central Washington U.,202000,0,96000,30000,14000,6000,0,54000,0,2000,0,Nonprofit,Washington,Public,No,No,2018
336,Central Washington U.,421000,0,106000,206000,0,47000,0,57000,0,5000,0,StateLocalGov,Washington,Public,No,No,2018
303,Rosalind Franklin U. of Medicine and Science,75000,0,0,75000,0,0,0,0,0,0,0,AllOther,Illinois,Private,No,No,2018
214,Rosalind Franklin U. of Medicine and Science,1432000,0,0,1432000,0,0,0,0,0,0,0,Business,Illinois,Private,No,No,2018
277,Rosalind Franklin U. of Medicine and Science,9249000,0,0,9203000,0,0,46000,0,0,0,0,FedGovFunds,Illinois,Private,No,No,2018
265,Rosalind Franklin U. of Medicine and Science,5580000,0,0,5546000,0,0,34000,0,0,0,0,InstitutionalFunds,Illinois,Private,No,No,2018
337,Rosalind Franklin U. of Medicine and Science,418000,0,0,418000,0,0,0,0,0,0,0,Nonprofit,Illinois,Private,No,No,2018
505,Rosalind Franklin U. of Medicine and Science,11000,0,0,11000,0,0,0,0,0,0,0,StateLocalGov,Illinois,Private,No,No,2018
304,Eastern Kentucky U.,73000,0,0,71000,0,0,0,2000,0,0,0,AllOther,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
455,Eastern Kentucky U.,21000,21000,0,0,0,0,0,0,0,0,0,Business,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
567,Eastern Kentucky U.,655000,0,0,498000,54000,62000,0,5000,0,0,36000,FedGovFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
518,Eastern Kentucky U.,303000,11000,21000,156000,0,3000,5000,5000,0,0,102000,InstitutionalFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
526,Eastern Kentucky U.,45000,0,0,1000,0,0,44000,0,0,0,0,Nonprofit,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
466,Eastern Kentucky U.,45000,0,0,43000,0,0,0,2000,0,0,0,StateLocalGov,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2018
304,Lake Superior State U.,73000,0,0,56000,0,0,0,17000,0,0,0,AllOther,Michigan,Public,No,No,2018
412,Lake Superior State U.,59000,0,0,0,0,0,0,0,0,59000,0,Business,Michigan,Public,No,No,2018
619,Lake Superior State U.,237000,0,44000,193000,0,0,0,0,0,0,0,FedGovFunds,Michigan,Public,No,No,2018
534,Lake Superior State U.,251000,0,0,240000,0,3000,0,3000,0,2000,3000,InstitutionalFunds,Michigan,Public,No,No,2018
554,Lake Superior State U.,10000,0,0,9000,0,0,0,0,0,1000,0,Nonprofit,Michigan,Public,No,No,2018
527,Lake Superior State U.,3000,0,0,3000,0,0,0,0,0,0,0,StateLocalGov,Michigan,Public,No,No,2018
304,Plymouth State U.,73000,0,73000,0,0,0,0,0,0,0,0,AllOther,New Hampshire,Public (U. System of New Hampshire),No,No,2018
477,Plymouth State U.,9000,0,2000,0,0,0,0,7000,0,0,0,Business,New Hampshire,Public (U. System of New Hampshire),No,No,2018
550,Plymouth State U.,794000,0,399000,391000,0,0,0,4000,0,0,0,FedGovFunds,New Hampshire,Public (U. System of New Hampshire),No,No,2018
578,Plymouth State U.,69000,0,32000,35000,0,0,0,2000,0,0,0,InstitutionalFunds,New Hampshire,Public (U. System of New Hampshire),No,No,2018
530,Plymouth State U.,39000,0,39000,0,0,0,0,0,0,0,0,Nonprofit,New Hampshire,Public (U. System of New Hampshire),No,No,2018
517,Plymouth State U.,6000,0,6000,0,0,0,0,0,0,0,0,StateLocalGov,New Hampshire,Public (U. System of New Hampshire),No,No,2018
307,U. Texas Rio Grande Valley,72000,0,0,0,0,0,0,10000,0,62000,0,AllOther,Texas,Public,No,Yes,2018
357,U. Texas Rio Grande Valley,149000,23000,0,62000,0,0,0,64000,0,0,0,Business,Texas,Public,No,Yes,2018
246,U. Texas Rio Grande Valley,13330000,76000,926000,7147000,109000,1847000,196000,176000,33000,2798000,22000,FedGovFunds,Texas,Public,No,Yes,2018
263,U. Texas Rio Grande Valley,5683000,6000,126000,3518000,87000,580000,0,71000,0,803000,492000,InstitutionalFunds,Texas,Public,No,Yes,2018
264,U. Texas Rio Grande Valley,896000,5000,97000,626000,16000,61000,0,20000,0,51000,20000,Nonprofit,Texas,Public,No,Yes,2018
110,U. Texas Rio Grande Valley,6995000,56000,131000,4423000,56000,355000,0,96000,398000,512000,968000,StateLocalGov,Texas,Public,No,Yes,2018
308,East Carolina U.,71000,0,0,53000,0,0,0,18000,0,0,0,AllOther,North Carolina,Public (U. North Carolina),No,No,2018
162,East Carolina U.,3300000,0,213000,2859000,0,0,228000,0,0,0,0,Business,North Carolina,Public (U. North Carolina),No,No,2018
254,East Carolina U.,12611000,116000,406000,9773000,0,633000,19000,440000,0,267000,957000,FedGovFunds,North Carolina,Public (U. North Carolina),No,No,2018
181,East Carolina U.,18800000,150000,1605000,11783000,51000,806000,553000,960000,0,926000,1966000,InstitutionalFunds,North Carolina,Public (U. North Carolina),No,No,2018
217,East Carolina U.,1373000,0,84000,1133000,0,25000,78000,53000,0,0,0,Nonprofit,North Carolina,Public (U. North Carolina),No,No,2018
174,East Carolina U.,2919000,0,2125000,575000,0,0,0,51000,0,83000,85000,StateLocalGov,North Carolina,Public (U. North Carolina),No,No,2018
308,"Texas Tech U., Health Sciences Center, El Paso",71000,0,0,71000,0,0,0,0,0,0,0,AllOther,Texas,Public,No,Yes,2018
316,"Texas Tech U., Health Sciences Center, El Paso",274000,0,0,239000,0,0,0,0,0,0,35000,Business,Texas,Public,No,Yes,2018
392,"Texas Tech U., Health Sciences Center, El Paso",2532000,0,0,2489000,0,0,0,0,0,0,43000,FedGovFunds,Texas,Public,No,Yes,2018
233,"Texas Tech U., Health Sciences Center, El Paso",8355000,0,0,8148000,0,0,0,0,0,0,207000,InstitutionalFunds,Texas,Public,No,Yes,2018
294,"Texas Tech U., Health Sciences Center, El Paso",669000,0,0,545000,0,0,0,0,0,0,124000,Nonprofit,Texas,Public,No,Yes,2018
305,"Texas Tech U., Health Sciences Center, El Paso",655000,0,0,653000,0,0,0,0,0,0,2000,StateLocalGov,Texas,Public,No,Yes,2018
